city,customer_id,email,first_name,last_name,phone,state,street,zip_code
Deer Park,1093,alejandrina.hodges@msn.com,Alejandrina,Hodges,None,NY,7598 Shadow Brook St.,11729
Lindenhurst,1094,keitha.black@yahoo.com,Keitha,Black,None,NY,7670 Hilldale Ave.,11757
Rego Park,1095,corene.swanson@aol.com,Corene,Swanson,None,NY,597 Lakeshore Lane,11374
Baldwinsville,1096,tonda.webb@yahoo.com,Tonda,Webb,None,NY,53 SW. Edgemont Rd.,13027
San Pablo,1097,collen.dennis@gmail.com,Collen,Dennis,None,CA,284 E. Mill Street,94806
Rockville Centre,1098,treasa.dickerson@hotmail.com,Treasa,Dickerson,None,NY,70 W. Creekside Road,11570
Jackson Heights,1099,jewell.reyes@hotmail.com,Jewell,Reyes,None,NY,8711 Glen Creek Drive,11372
Ballston Spa,1100,penny.acevedo@yahoo.com,Penny,Acevedo,None,NY,318 Mulberry Drive,12020
Depew,1101,louise.flowers@yahoo.com,Louise,Flowers,None,NY,28 N. Gregory Court,14043
Fort Worth,1102,henrietta.wagner@hotmail.com,Henrietta,Wagner,(682) 143-2224,TX,54 Brickyard St.,76110
Canyon Country,1103,ardelia.cooley@aol.com,Ardelia,Cooley,None,CA,59 Henry Smith St.,91387
Spring Valley,1104,khalilah.robertson@aol.com,Khalilah,Robertson,None,NY,22 Longbranch Rd.,10977
Richardson,1105,armando.black@gmail.com,Armando,Black,None,TX,8611 N. Poor House St.,75080
Spring Valley,1106,jerri.henry@msn.com,Jerri,Henry,None,NY,141 N. Purple Finch Avenue,10977
Saratoga Springs,1107,lynda.newman@msn.com,Lynda,Newman,None,NY,44 SW. Thomas Ave.,12866
Desoto,1108,bao.wade@gmail.com,Bao,Wade,None,TX,7587 Church St.,75115
Deer Park,1109,gussie.harding@gmail.com,Gussie,Harding,None,NY,41 Edgefield Avenue,11729
West Hempstead,1110,shirely.cantrell@aol.com,Shirely,Cantrell,None,NY,6 Kent Street,11552
Richardson,1111,caroline.jenkins@msn.com,Caroline,Jenkins,None,TX,86 River Lane,75080
Massapequa,1112,hollis.rasmussen@yahoo.com,Hollis,Rasmussen,None,NY,8949 S. Gates Road,11758
Jamestown,1113,kendra.harrington@yahoo.com,Kendra,Harrington,None,NY,768 Cooper Street,14701
Albany,1114,douglass.blankenship@hotmail.com,Douglass,Blankenship,(229) 891-2087,NY,409 W. Rock Maple Lane,12203
Glen Cove,1115,lina.meadows@aol.com,Lina,Meadows,None,NY,7020 Ashley Rd.,11542
Astoria,1116,patria.harper@msn.com,Patria,Harper,None,NY,90 Arlington St.,11102
Rosedale,1117,jeffrey.hill@gmail.com,Jeffrey,Hill,None,NY,2 Shub Farm St.,11422
Canyon Country,1118,ja.dillard@yahoo.com,Ja,Dillard,None,CA,25 Orchard St.,91387
Monsey,1119,tora.dunlap@hotmail.com,Tora,Dunlap,None,NY,9903 North Halifax Ave.,10952
East Northport,1120,karole.alvarez@gmail.com,Karole,Alvarez,None,NY,69 Woodland St.,11731
Yorktown Heights,1121,shasta.combs@yahoo.com,Shasta,Combs,None,NY,726 James Dr.,10598
Massapequa Park,1122,cicely.deleon@yahoo.com,Cicely,Deleon,None,NY,751 Newbridge Ave.,11762
Fairport,1123,raphael.o'neil@aol.com,Raphael,O'neil,None,NY,762 East Lantern Dr.,14450
Amityville,1124,hubert.reilly@hotmail.com,Hubert,Reilly,None,NY,9004 N. Lake Rd.,11701
Pleasanton,1125,caleb.england@gmail.com,Caleb,England,None,CA,649 Marvon St.,94566
Spring Valley,1126,elmira.levy@gmail.com,Elmira,Levy,None,NY,6 Columbia Dr.,10977
Queensbury,1127,waldo.hart@yahoo.com,Waldo,Hart,None,NY,9782 Pineknoll Lane,12804
Mahopac,1128,bea.kane@aol.com,Bea,Kane,None,NY,398 Green Lake Ave.,10541
Woodside,1129,gilberto.sanders@hotmail.com,Gilberto,Sanders,None,NY,186 Roehampton Ave.,11377
Elmont,1130,benny.bender@aol.com,Benny,Bender,None,NY,520 W. Hamilton St.,11003
Mount Vernon,1131,desmond.rose@hotmail.com,Desmond,Rose,None,NY,9956 Lexington Rd.,10550
Ithaca,1132,parthenia.holman@gmail.com,Parthenia,Holman,None,NY,17 Orange Court,14850
West Islip,1133,dung.king@aol.com,Dung,King,None,NY,523 Prairie St.,11795
Desoto,1134,sherril.alvarado@hotmail.com,Sherril,Alvarado,None,TX,9434 Cypress Court,75115
Garland,1135,alisia.albert@gmail.com,Alisia,Albert,None,TX,9490 Coffee St.,75043
Rochester,1136,kallie.best@aol.com,Kallie,Best,(507) 997-4112,NY,9842 Fairview St.,14606
Port Washington,1137,dottie.roberts@aol.com,Dottie,Roberts,None,NY,8252 Theatre St.,11050
Ridgecrest,1138,hubert.stone@hotmail.com,Hubert,Stone,None,CA,203 Penn St.,93555
Mount Vernon,1139,gabriella.jones@hotmail.com,Gabriella,Jones,None,NY,9100 Gates Ave.,10550
Liverpool,1140,penney.hall@msn.com,Penney,Hall,None,NY,8306 Jockey Hollow Street,13090
Newburgh,1141,mallie.osborn@gmail.com,Mallie,Osborn,None,NY,9022 Bridgeton St.,12550
Pittsford,1142,britteny.schroeder@aol.com,Britteny,Schroeder,None,NY,855 Bohemia Dr.,14534
Tonawanda,1143,sommer.hopkins@gmail.com,Sommer,Hopkins,None,NY,827 Laurel Ave.,14150
Oakland Gardens,1144,jewel.sparks@aol.com,Jewel,Sparks,None,NY,12 Vine Road,11364
Yonkers,1145,deandrea.vega@gmail.com,Deandrea,Vega,(914) 818-7312,NY,613 Mill Pond St.,10701
Saint Albans,1146,charlsie.carson@hotmail.com,Charlsie,Carson,None,NY,3 South Grant Avenue,11412
Santa Monica,1147,kandace.ayers@gmail.com,Kandace,Ayers,None,CA,9005 Lookout Lane,90403
Spring Valley,1148,lenore.valdez@msn.com,Lenore,Valdez,None,NY,829 Birchpond Street,10977
Santa Clara,1149,drucilla.gilliam@hotmail.com,Drucilla,Gilliam,None,CA,8257 E. Westminster Ave.,95050
Corpus Christi,1150,keturah.reid@yahoo.com,Keturah,Reid,(361) 394-2024,TX,747 SE. Beech Ave.,78418
Centereach,1151,herminia.reyes@gmail.com,Herminia,Reyes,None,NY,782 Stonybrook Street,11720
South El Monte,1152,tuyet.rosa@aol.com,Tuyet,Rosa,None,CA,9038 Golden Star Street,91733
San Carlos,1153,ara.vazquez@msn.com,Ara,Vazquez,None,CA,343 2nd Court,94070
Auburn,1154,barry.albert@gmail.com,Barry,Albert,None,NY,13 Grand St.,13021
Far Rockaway,1155,verdell.joyner@aol.com,Verdell,Joyner,None,NY,9191 Sierra St.,11691
Howard Beach,1156,han.wade@hotmail.com,Han,Wade,None,NY,587 Sulphur Springs St.,11414
Buffalo,1157,anton.barton@msn.com,Anton,Barton,(716) 472-3707,NY,7284 East Indian Spring Rd.,14215
Canandaigua,1158,vito.pickett@hotmail.com,Vito,Pickett,None,NY,93 High Point Street,14424
Syosset,1159,charlene.norris@msn.com,Charlene,Norris,None,NY,972 South Sierra Drive,11791
Euless,1160,efren.whitfield@gmail.com,Efren,Whitfield,None,TX,139 Union Rd.,76039
Valley Stream,1161,santa.larson@gmail.com,Santa,Larson,None,NY,5 Bellevue Dr.,11580
Ithaca,1162,carmelina.sellers@hotmail.com,Carmelina,Sellers,None,NY,12 Race St.,14850
Lawndale,1163,carmela.hays@aol.com,Carmela,Hays,None,CA,149 Pennington Ave.,90260
Scarsdale,1164,patrina.tanner@gmail.com,Patrina,Tanner,None,NY,7136 Selby Road,10583
Fort Worth,1165,rikki.morrow@hotmail.com,Rikki,Morrow,(682) 936-1482,TX,7096 Plumb Branch Road,76110
Bay Shore,1166,junita.reese@gmail.com,Junita,Reese,None,NY,8773 North Walt Whitman Court,11706
Nanuet,1167,ryan.carter@yahoo.com,Ryan,Carter,None,NY,8684 Studebaker Road,10954
Sunnyside,1168,almeta.benjamin@aol.com,Almeta,Benjamin,None,NY,8456 Oakwood St.,11104
Spring Valley,1169,beatris.joyner@gmail.com,Beatris,Joyner,None,NY,7463 Gonzales Rd.,10977
Richmond Hill,1170,mechelle.chan@gmail.com,Mechelle,Chan,None,NY,458 Overlook Street,11418
Rome,1171,earlean.pena@yahoo.com,Earlean,Pena,None,NY,7698 Fulton St.,13440
Pittsford,1172,katherin.clark@yahoo.com,Katherin,Clark,None,NY,996 Iroquois Street,14534
Garden City,1173,chanel.may@msn.com,Chanel,May,None,NY,806 Saxton Court,11530
Yonkers,1174,aaron.knapp@yahoo.com,Aaron,Knapp,(914) 402-4335,NY,807 Grandrose Ave.,10701
Pomona,1175,sindy.anderson@gmail.com,Sindy,Anderson,None,CA,543 Halifax Ave.,91768
Queensbury,1176,sheree.blanchard@gmail.com,Sheree,Blanchard,None,NY,41 Glenwood Ave.,12804
Poughkeepsie,1177,charlesetta.soto@yahoo.com,Charlesetta,Soto,None,NY,25 South Colonial Drive,12601
Oxnard,1178,wendie.nash@hotmail.com,Wendie,Nash,(805) 389-2549,CA,9 South Road,93035
Brooklyn,1179,vernetta.banks@aol.com,Vernetta,Banks,None,NY,7633 Albany St.,11201
Farmingdale,1180,myrtle.gardner@aol.com,Myrtle,Gardner,None,NY,303 Creekside Street,11735
Brooklyn,1181,agustina.lawrence@yahoo.com,Agustina,Lawrence,None,NY,9347 Delaware Ave.,11201
Ronkonkoma,1182,trinidad.chapman@aol.com,Trinidad,Chapman,None,NY,7371 Glen Eagles Street,11779
Merrick,1183,kim.clark@msn.com,Kim,Clark,None,NY,19 Liberty St.,11566
Spring Valley,1184,annabelle.hebert@aol.com,Annabelle,Hebert,None,NY,9745 Nicolls Lane,10977
Clifton Park,1185,corine.stuart@msn.com,Corine,Stuart,None,NY,5 Penn Street,12065
San Carlos,1186,kiesha.bond@aol.com,Kiesha,Bond,None,CA,29 Marvon St.,94070
Flushing,1187,kenyetta.mason@msn.com,Kenyetta,Mason,None,NY,98 Poplar Ave.,11354
Yonkers,1188,marcene.curtis@msn.com,Marcene,Curtis,(914) 361-6045,NY,7699 Illinois Lane,10701
Uniondale,1189,sheila.goodman@msn.com,Sheila,Goodman,None,NY,9586 Chestnut St.,11553
Port Jefferson Station,1190,romeo.steele@msn.com,Romeo,Steele,None,NY,162 Crescent Lane,11776
Rochester,1191,tam.fisher@aol.com,Tam,Fisher,(507) 351-9375,NY,8000 Woodsman Lane,14606
Desoto,1192,gena.owens@gmail.com,Gena,Owens,None,TX,43 Buckingham St.,75115
South Ozone Park,1193,phebe.soto@hotmail.com,Phebe,Soto,None,NY,9239 Leatherwood Rd.,11420
Pittsford,1194,leticia.snyder@yahoo.com,Leticia,Snyder,None,NY,173 Lyme Dr.,14534
Buffalo,1195,chantell.bridges@yahoo.com,Chantell,Bridges,(716) 941-6072,NY,8478 N. Wrangler Dr.,14215
Patchogue,1196,ileana.holt@msn.com,Ileana,Holt,None,NY,817 Adams St.,11772
Port Washington,1197,nakisha.clay@gmail.com,Nakisha,Clay,None,NY,8996 Beechwood Ave.,11050
Brooklyn,1198,cheryll.snyder@yahoo.com,Cheryll,Snyder,None,NY,77 E. Liberty St.,11201
North Tonawanda,1199,consuela.collier@msn.com,Consuela,Collier,None,NY,338 S. Holly Avenue,14120
Port Washington,1200,aubrey.durham@aol.com,Aubrey,Durham,None,NY,14 Foster Ave.,11050
Port Chester,1201,nita.guy@hotmail.com,Nita,Guy,None,NY,75 Academy Street,10573
Banning,1202,carmina.emerson@hotmail.com,Carmina,Emerson,None,CA,7137 Monroe Road,92220
Desoto,1203,georgeann.rojas@msn.com,Georgeann,Rojas,None,TX,691 Devon Ave.,75115
Saratoga Springs,1204,leslie.higgins@hotmail.com,Leslie,Higgins,None,NY,805 Logan Ave.,12866
Mount Vernon,1205,emmaline.huber@gmail.com,Emmaline,Huber,None,NY,7975 Harrison Rd.,10550
Hollis,1206,mercy.brown@msn.com,Mercy,Brown,None,NY,8207 Central Street,11423
Brentwood,1207,jenell.crosby@hotmail.com,Jenell,Crosby,(631) 544-4772,NY,507 Fulton Street,11717
Carmel,1208,leila.barr@yahoo.com,Leila,Barr,None,NY,120 Fremont Rd.,10512
Huntington,1209,deandrea.cox@msn.com,Deandrea,Cox,None,NY,617 Sycamore Street,11743
Woodside,1210,shawnna.frank@hotmail.com,Shawnna,Frank,None,NY,17 NW. Cottage Lane,11377
Niagara Falls,1211,brenton.whitaker@gmail.com,Brenton,Whitaker,None,NY,25 Elmwood Rd.,14304
Huntington Station,1212,jaqueline.cummings@hotmail.com,Jaqueline,Cummings,None,NY,478 Wrangler St.,11746
San Angelo,1213,yang.giles@gmail.com,Yang,Giles,None,TX,25 Bridle Lane,76901
Santa Clara,1214,brigid.sharp@hotmail.com,Brigid,Sharp,None,CA,495 Sleepy Hollow Court,95050
Rockville Centre,1215,karl.stephens@gmail.com,Karl,Stephens,None,NY,208 Thatcher Rd.,11570
Pleasanton,1216,elvina.gates@hotmail.com,Elvina,Gates,None,CA,112 Smith St.,94566
Yonkers,1217,carlie.terrell@yahoo.com,Carlie,Terrell,(914) 517-8036,NY,7437 Snake Hill Road,10701
Oakland,1218,donovan.cantrell@msn.com,Donovan,Cantrell,(510) 624-3824,CA,601 Winchester Dr.,94603
Shirley,1219,alden.atkinson@gmail.com,Alden,Atkinson,None,NY,46 Valley St.,11967
Huntington Station,1220,carissa.cross@yahoo.com,Carissa,Cross,None,NY,9335 West Main Dr.,11746
Apple Valley,1221,joy.underwood@gmail.com,Joy,Underwood,None,CA,7297 Armstrong Dr.,92307
Flushing,1222,geraldine.o'donnell@hotmail.com,Geraldine,O'donnell,None,NY,8241 Lookout Rd.,11354
New Windsor,1223,bronwyn.vargas@msn.com,Bronwyn,Vargas,None,NY,35 James Street,12553
Harlingen,1224,abram.copeland@gmail.com,Abram,Copeland,None,TX,9782 Indian Spring Lane,78552
Los Banos,1225,mellisa.griffin@msn.com,Mellisa,Griffin,None,CA,49 Alton Circle,93635
East Northport,1226,qiana.jackson@gmail.com,Qiana,Jackson,None,NY,56 Galvin Street,11731
Troy,1227,magali.dixon@msn.com,Magali,Dixon,(248) 279-5331,NY,815 Del Monte Court,12180
Oakland,1228,zulema.clemons@aol.com,Zulema,Clemons,(510) 565-8496,CA,75 W. Howard St.,94603
Wappingers Falls,1229,carina.lynch@gmail.com,Carina,Lynch,None,NY,64 Jennings Road,12590
Desoto,1230,jesus.burch@hotmail.com,Jesus,Burch,None,TX,7024 Squaw Creek Street,75115
Campbell,1231,selene.vega@gmail.com,Selene,Vega,None,CA,11 Sierra St.,95008
Bethpage,1232,jong.guthrie@hotmail.com,Jong,Guthrie,None,NY,889 Leatherwood Drive,11714
Vista,1233,lise.hebert@gmail.com,Lise,Hebert,None,CA,140 East Broad Lane,92083
Ossining,1234,joshua.berg@hotmail.com,Joshua,Berg,None,NY,16 East St.,10562
Endicott,1235,georgina.gonzales@yahoo.com,Georgina,Gonzales,None,NY,307 Chapel St.,13760
Mount Vernon,1236,rudolph.velez@yahoo.com,Rudolph,Velez,None,NY,9397 Pleasant Drive,10550
Bethpage,1237,luke.kramer@hotmail.com,Luke,Kramer,None,NY,7955 Delaware Drive,11714
Harlingen,1238,edgar.quinn@aol.com,Edgar,Quinn,None,TX,556 Dogwood Ave.,78552
Lindenhurst,1239,tara.maynard@hotmail.com,Tara,Maynard,None,NY,9375 Fordham Street,11757
Duarte,1240,bella.perez@msn.com,Bella,Perez,None,CA,43 Green Lake Street,91010
Rome,1241,nathaniel.davidson@hotmail.com,Nathaniel,Davidson,None,NY,7476 Henry Smith Street,13440
Franklin Square,1242,chauncey.donaldson@aol.com,Chauncey,Donaldson,None,NY,7412 Golf Ave.,11010
Floral Park,1243,heide.reed@yahoo.com,Heide,Reed,None,NY,9174 Coffee Drive,11001
Depew,1244,trang.hardin@yahoo.com,Trang,Hardin,None,NY,9255 Myers Drive,14043
Long Beach,1245,gabriela.warren@aol.com,Gabriela,Warren,(562) 986-2247,NY,9947 Brewery Ave.,11561
Kingston,1246,dale.rasmussen@aol.com,Dale,Rasmussen,None,NY,8590 Adams Street,12401
Massapequa,1247,tammie.cherry@hotmail.com,Tammie,Cherry,None,NY,791 Wakehurst Dr.,11758
Port Jefferson Station,1248,bethany.herring@yahoo.com,Bethany,Herring,None,NY,7563 High Point Street,11776
Ridgecrest,1249,barbra.dickerson@gmail.com,Barbra,Dickerson,None,CA,8424 E. Rockcrest Dr.,93555
Mount Vernon,1250,neoma.daugherty@gmail.com,Neoma,Daugherty,None,NY,80 Spring Street,10550
Glendora,1251,nanette.roman@yahoo.com,Nanette,Roman,None,CA,8254 North Riverview Street,91740
Plainview,1252,adriene.rollins@msn.com,Adriene,Rollins,None,NY,55 Cambridge Street,11803
Far Rockaway,1253,susannah.fields@hotmail.com,Susannah,Fields,None,NY,17 Railroad Street,11691
Canyon Country,1254,dung.reid@msn.com,Dung,Reid,None,CA,468 West Washington Ave.,91387
Ithaca,1255,ben.stone@gmail.com,Ben,Stone,None,NY,8855 University St.,14850
Ronkonkoma,1256,nubia.anderson@aol.com,Nubia,Anderson,None,NY,584 NW. Hilldale Drive,11779
Webster,1257,rosamaria.meyer@yahoo.com,Rosamaria,Meyer,None,NY,446 Elizabeth St.,14580
Bay Shore,1258,todd.waters@yahoo.com,Todd,Waters,None,NY,92 Cedar Swamp Street,11706
San Carlos,1259,kimbery.nieves@msn.com,Kimbery,Nieves,None,CA,768 Roehampton St.,94070
Schenectady,1260,phuong.wolf@yahoo.com,Phuong,Wolf,None,NY,7765 N. Annadale Dr.,12302
San Pablo,1261,adelaida.hancock@aol.com,Adelaida,Hancock,None,CA,669 S. Gartner Street,94806
San Pablo,1262,brianne.hays@gmail.com,Brianne,Hays,None,CA,88 Tailwater Ave.,94806
New Hyde Park,1263,rufina.chandler@aol.com,Rufina,Chandler,None,NY,7985 Alderwood Street,11040
Brentwood,1264,devin.velazquez@aol.com,Devin,Velazquez,(631) 254-8497,NY,61 Redwood St.,11717
Endicott,1265,bonita.marshall@msn.com,Bonita,Marshall,None,NY,48 Bald Hill Drive,13760
Garland,1266,myrl.gay@hotmail.com,Myrl,Gay,None,TX,8708 Taylor Lane,75043
Ronkonkoma,1267,earline.gordon@gmail.com,Earline,Gordon,None,NY,81 Railroad Drive,11779
Kingston,1268,sung.chambers@gmail.com,Sung,Chambers,None,NY,369 N. Virginia Street,12401
Port Washington,1269,gustavo.gamble@msn.com,Gustavo,Gamble,None,NY,8054 W. Meadowbrook Street,11050
Orchard Park,1270,ciera.webb@yahoo.com,Ciera,Webb,None,NY,958 Anderson Ave.,14127
Pomona,1271,roy.chan@hotmail.com,Roy,Chan,None,CA,7578 Middle River St.,91768
Fullerton,1272,houston.vasquez@msn.com,Houston,Vasquez,None,CA,845 Aspen Street,92831
Oswego,1273,cheree.hale@yahoo.com,Cheree,Hale,None,NY,95 Lyme Avenue,13126
Newburgh,1274,odette.moses@gmail.com,Odette,Moses,None,NY,899 Overlook Lane,12550
Los Banos,1275,lenita.bonner@aol.com,Lenita,Bonner,None,CA,7286 Swanson Drive,93635
Apple Valley,1276,shona.mcmillan@msn.com,Shona,Mcmillan,None,CA,57 West Maple Dr.,92307
Coram,1277,piedad.irwin@hotmail.com,Piedad,Irwin,None,NY,581 Garden St.,11727
Jackson Heights,1278,loan.graham@yahoo.com,Loan,Graham,None,NY,57 Glen Eagles St.,11372
Canandaigua,1279,stan.saunders@yahoo.com,Stan,Saunders,None,NY,407 Essex Dr.,14424
Wappingers Falls,1280,jackeline.colon@msn.com,Jackeline,Colon,None,NY,9916 Cedarwood Drive,12590
Woodside,1281,marlen.dawson@msn.com,Marlen,Dawson,None,NY,67 Oak Valley Street,11377
New City,1282,alexis.mack@aol.com,Alexis,Mack,(845) 707-6088,NY,7767 Sutor Ave.,10956
Hopewell Junction,1283,mica.barry@yahoo.com,Mica,Barry,None,NY,3 SE. Sugar St.,12533
Brooklyn,1284,shanice.spears@msn.com,Shanice,Spears,None,NY,5 Piper Ave.,11201
Glendora,1285,garth.huff@yahoo.com,Garth,Huff,None,CA,794 East University St.,91740
Pleasanton,1286,dione.pratt@msn.com,Dione,Pratt,None,CA,864 Winding Way St.,94566
Astoria,1287,victor.pittman@aol.com,Victor,Pittman,None,NY,9294 Devon Dr.,11102
Lawndale,1288,allie.conley@msn.com,Allie,Conley,None,CA,96 High Point Road,90260
Bethpage,1289,shanelle.anderson@yahoo.com,Shanelle,Anderson,None,NY,646 Surrey Street,11714
South Richmond Hill,1290,minnie.compton@gmail.com,Minnie,Compton,None,NY,185 Hudson Street,11419
Monsey,1291,shiloh.bates@msn.com,Shiloh,Bates,None,NY,15 Wellington Dr.,10952
San Lorenzo,1292,lakenya.oliver@yahoo.com,Lakenya,Oliver,None,CA,82 Bayport Court,94580
Floral Park,1293,sally.kinney@msn.com,Sally,Kinney,None,NY,7565 High Dr.,11001
Ontario,1294,edith.davenport@gmail.com,Edith,Davenport,None,CA,685 Alton Road,91762
North Tonawanda,1295,alline.beasley@yahoo.com,Alline,Beasley,None,NY,8704 NE. Olive Ave.,14120
Saint Albans,1296,travis.whitley@aol.com,Travis,Whitley,None,NY,60 Euclid Ave.,11412
New Rochelle,1297,vanessa.west@gmail.com,Vanessa,West,None,NY,34 Prairie Lane,10801
Schenectady,1298,trudy.riddle@aol.com,Trudy,Riddle,None,NY,8943 Johnson Street,12302
Yorktown Heights,1299,shauna.edwards@msn.com,Shauna,Edwards,None,NY,8 Dogwood Ave.,10598
Jamestown,1300,clorinda.donovan@msn.com,Clorinda,Donovan,None,NY,9690 E. Morris Ave.,14701
Lawndale,1301,raven.curtis@aol.com,Raven,Curtis,None,CA,18 Summit Lane,90260
East Northport,1302,verda.gilbert@gmail.com,Verda,Gilbert,None,NY,54 Hillcrest Drive,11731
Woodside,1303,renay.atkins@aol.com,Renay,Atkins,None,NY,7146 Leeton Ridge Ave.,11377
Hollis,1304,tama.berg@hotmail.com,Tama,Berg,None,NY,3 Cardinal Avenue,11423
Rochester,1305,dalia.carson@aol.com,Dalia,Carson,(507) 186-2004,NY,7175 Galvin St.,14606
Webster,1306,america.swanson@msn.com,America,Swanson,None,NY,83 South Arlington Lane,14580
Los Banos,1307,cinda.rocha@hotmail.com,Cinda,Rocha,None,CA,926 North Oklahoma Dr.,93635
South El Monte,1308,shea.howell@msn.com,Shea,Howell,None,CA,67 Arch Rd.,91733
Centereach,1309,kimberli.cline@yahoo.com,Kimberli,Cline,None,NY,7115 Stonybrook Court,11720
Schenectady,1310,emanuel.mckee@yahoo.com,Emanuel,Mckee,None,NY,9411 Lake Dr.,12302
Coram,1311,whitley.cannon@msn.com,Whitley,Cannon,None,NY,614 High Point Lane,11727
Ronkonkoma,1312,tereasa.bird@aol.com,Tereasa,Bird,None,NY,7526 Vine Drive,11779
Duarte,1313,dante.grimes@yahoo.com,Dante,Grimes,None,CA,23 Shore St.,91010
Ontario,1314,joeann.garrison@yahoo.com,Joeann,Garrison,None,CA,1 Harrison St.,91762
Canyon Country,1315,omega.johnston@gmail.com,Omega,Johnston,None,CA,9935 Tarkiln Hill St.,91387
Massapequa,1316,conrad.mueller@yahoo.com,Conrad,Mueller,None,NY,3 Myrtle St.,11758
Syosset,1317,glady.wells@gmail.com,Glady,Wells,None,NY,627 Ramblewood Ave.,11791
San Antonio,1318,tisha.petty@msn.com,Tisha,Petty,(210) 851-3122,TX,9083 Lake View Ave.,78213
Newburgh,1319,claris.santiago@msn.com,Claris,Santiago,None,NY,763 Mountainview Dr.,12550
Newburgh,1320,obdulia.barber@gmail.com,Obdulia,Barber,None,NY,878 Lexington Rd.,12550
West Islip,1321,shantel.gregory@yahoo.com,Shantel,Gregory,None,NY,7722 Second Lane,11795
Franklin Square,1322,ai.forbes@yahoo.com,Ai,Forbes,None,NY,254 Central St.,11010
West Babylon,1323,ebony.cotton@yahoo.com,Ebony,Cotton,None,NY,8979 Miller St.,11704
Utica,1324,arla.ellis@yahoo.com,Arla,Ellis,None,NY,127 Crescent Ave.,13501
Oswego,1325,magdalena.sherman@gmail.com,Magdalena,Sherman,None,NY,176 Sunbeam St.,13126
Auburn,1326,tarra.guerrero@aol.com,Tarra,Guerrero,None,NY,10 Baker St.,13021
Monroe,1327,consuela.romero@hotmail.com,Consuela,Romero,None,NY,54 Elm Court,10950
Lawndale,1328,cindie.franklin@yahoo.com,Cindie,Franklin,None,CA,7249 Franklin St.,90260
Hollis,1329,sharyn.brewer@aol.com,Sharyn,Brewer,None,NY,70 Columbia Ave.,11423
San Carlos,1330,karren.stevenson@aol.com,Karren,Stevenson,None,CA,155 Old York St.,94070
Newburgh,1331,divina.reeves@hotmail.com,Divina,Reeves,None,NY,767 Bradford Dr.,12550
Glendora,1332,novella.ross@gmail.com,Novella,Ross,None,CA,9418 Acacia Drive,91740
Santa Monica,1333,omega.huff@aol.com,Omega,Huff,None,CA,63 Devon St.,90403
Newburgh,1334,ashleigh.finch@yahoo.com,Ashleigh,Finch,None,NY,82 Hudson Court,12550
Rosedale,1335,corina.lynch@msn.com,Corina,Lynch,None,NY,44 Sunbeam Dr.,11422
New Windsor,1336,joe.melton@gmail.com,Joe,Melton,None,NY,8998 Hartford Street,12553
Longview,1337,bernetta.summers@aol.com,Bernetta,Summers,None,TX,1 Young Ave.,75604
Ronkonkoma,1338,inez.snider@gmail.com,Inez,Snider,None,NY,837 Catherine Lane,11779
Oceanside,1339,neida.king@aol.com,Neida,King,(442) 778-1121,NY,137 Bohemia St.,11572
Whitestone,1340,tona.velasquez@msn.com,Tona,Velasquez,None,NY,9166 Trout St.,11357
Garden City,1341,rozanne.reyes@aol.com,Rozanne,Reyes,None,NY,11 W. Surrey Drive,11530
Freeport,1342,lekisha.pope@msn.com,Lekisha,Pope,None,NY,390 Livingston Avenue,11520
Upland,1343,jama.rodriquez@msn.com,Jama,Rodriquez,None,CA,681 Smith Dr.,91784
Howard Beach,1344,eloisa.tucker@hotmail.com,Eloisa,Tucker,None,NY,7268 Leatherwood Ave.,11414
Flushing,1345,arie.hunter@msn.com,Arie,Hunter,None,NY,66 Old State Rd.,11354
Los Angeles,1346,sanora.webster@msn.com,Sanora,Webster,(424) 464-7290,CA,74 Beach St.,90008
Saratoga Springs,1347,kate.barber@hotmail.com,Kate,Barber,None,NY,46 W. Oak Valley Ave.,12866
Merrick,1348,yvone.guerrero@aol.com,Yvone,Guerrero,None,NY,8548 Jackson Ave.,11566
Encino,1349,kami.rios@yahoo.com,Kami,Rios,None,CA,8400 8th Dr.,91316
Rosedale,1350,annett.rush@hotmail.com,Annett,Rush,None,NY,758 Fordham Lane,11422
Jamestown,1351,carman.hardy@yahoo.com,Carman,Hardy,None,NY,800 Whitemarsh St.,14701
Upland,1352,dorothea.miranda@aol.com,Dorothea,Miranda,None,CA,7882 Parker St.,91784
South El Monte,1353,agatha.daniels@yahoo.com,Agatha,Daniels,None,CA,125 Canal St.,91733
Schenectady,1354,alexandria.zamora@yahoo.com,Alexandria,Zamora,None,NY,95 Cherry Circle,12302
Levittown,1355,thad.gilliam@hotmail.com,Thad,Gilliam,None,NY,8844 Gonzales Court,11756
Patchogue,1356,inger.jennings@yahoo.com,Inger,Jennings,None,NY,38 NW. Shore Lane,11772
Fresno,1357,karren.lamb@aol.com,Karren,Lamb,(559) 628-2239,CA,35 N. Chapel St.,93706
Orchard Park,1358,noble.glover@gmail.com,Noble,Glover,None,NY,728 W. Rocky River Street,14127
Levittown,1359,octavia.donaldson@hotmail.com,Octavia,Donaldson,None,NY,8095 Wayne Ave.,11756
Upland,1360,latashia.travis@yahoo.com,Latashia,Travis,None,CA,7877 King Rd.,91784
Westbury,1361,destiny.goodman@msn.com,Destiny,Goodman,None,NY,29 Smoky Hollow St.,11590
Orchard Park,1362,christiana.gross@yahoo.com,Christiana,Gross,None,NY,645 North Richardson Road,14127
